0	0
0	1
0	2
7	32
7	33
7	34
7	35
7	36
12	62
12	63
12	64
12	65
12	66
14	72
14	73
14	74
18	90
18	91
23	118
23	119
26	129
27	131
27	132
27	133
31	146
31	147
31	148
31	149
32	151
32	152
33	154
34	156
34	157
34	158
35	160
35	161
43	192
43	193
43	194
43	195
43	196
43	197
43	198
43	199
45	207
45	208
45	209
45	210
46	212
46	213
46	214
46	215
46	216
47	218
47	219
47	220
50	231
50	232
50	233
50	234
51	236
51	237
51	238
51	239
53	246
53	247
53	248
54	250
54	251
58	265
58	266
58	267
58	268
58	269
59	271
59	272
59	273
59	274
60	276
60	277
60	278
61	280
61	281
63	287
63	288
63	289
63	290
63	291
63	292
63	293
63	294
65	299
65	300
65	301
70	320
70	321
70	322
72	326
72	327
72	328
72	329
72	330
72	331
72	332
73	334
73	335
73	336
73	337
75	342
75	343
75	344
76	346
76	347
76	348
79	361
79	362
79	363
83	381
83	382
83	383
83	384
90	412
90	413
90	414
90	415
90	416
91	418
96	441
96	442
96	443
96	444
96	445
96	446
99	455
99	456
99	457
103	478
103	479
103	480
103	481
103	482
105	489
105	490
105	491
105	492
107	497
111	513
111	514
111	515
111	516
111	517
111	518
112	520
112	521
112	522
112	523
114	532
114	533
124	572
124	573
124	574
124	575
124	576
124	577
127	587
127	588
127	589
127	590
128	592
128	593
128	594
128	595
128	596
138	644
138	645
138	646
139	648
139	649
139	650
143	671
143	672
143	673
143	674
143	675
144	677
145	679
145	680
148	694
148	695
148	696
148	697
153	723
153	724
153	725
156	739
156	740
156	741
156	742
156	743
156	744
156	745
156	746
162	761
162	762
162	763
162	764
162	765
162	766
168	790
168	791
168	792
168	793
168	794
168	795
169	797
169	798
169	799
169	800
172	809
172	810
174	816
174	817
174	818
176	825
179	833
179	834
179	835
179	836
180	838
180	839
180	840
180	841
180	842
180	843
180	844
181	846
181	847
181	848
181	849
182	851
182	852
182	853
183	855
183	856
183	857
184	859
184	860
184	861
184	862
184	863
184	864
185	866
185	867
185	868
189	888
189	889
190	891
190	892
190	893
193	902
193	903
193	904
193	905
193	906
194	908
194	909
194	910
198	930
198	931
198	932
198	933
200	939
200	940
201	942
201	943
202	945
202	946
202	947
202	948
202	949
202	950
205	960
205	961
205	962
205	963
205	964
205	965
205	966
209	982
214	1008
216	1012
216	1013
216	1014
216	1015
216	1016
217	1018
217	1019
217	1020
217	1021
217	1022
217	1023
218	1025
218	1026
218	1027
218	1028
218	1029
220	1038
220	1039
223	1052
223	1053
223	1054
224	1056
224	1057
224	1058
224	1059
224	1060
224	1061
224	1062
224	1063
225	1065
225	1066
225	1067
226	1069
226	1070
226	1071
226	1072
226	1073
227	1075
227	1076
227	1077
227	1078
227	1079
232	1095
232	1096
233	1098
233	1099
233	1100
233	1101
235	1107
235	1108
235	1109
235	1110
235	1111
237	1115
237	1116
237	1117
237	1118
237	1119
239	1125
239	1126
239	1127
239	1128
239	1129
243	1143
244	1145
244	1146
244	1147
244	1148
244	1149
244	1150
244	1151
246	1153
246	1154
247	1156
247	1157
247	1158
247	1159
247	1160
247	1161
250	1176
250	1177
250	1178
250	1179
250	1180
253	1189
253	1190
253	1191
254	1193
254	1194
254	1195
258	1212
258	1213
259	1215
259	1216
259	1217
259	1218
259	1219
259	1220
261	1226
261	1227
263	1233
264	1235
265	1237
265	1238
265	1239
265	1240
266	1242
266	1243
266	1244
268	1252
268	1253
268	1254
268	1255
270	1262
270	1263
270	1264
270	1265
273	1278
277	1295
277	1296
279	1302
279	1303
279	1304
279	1305
279	1306
279	1307
281	1314
281	1315
281	1316
281	1317
281	1318
281	1319
281	1320
283	1332
283	1333
283	1334
283	1335
283	1336
283	1337
283	1338
283	1339
285	1345
285	1346
285	1347
286	1349
286	1350
289	1362
289	1363
289	1364
289	1365
290	1367
290	1368
295	1385
295	1386
295	1387
295	1388
295	1389
296	1391
296	1392
296	1393
296	1394
298	1403
302	1417
302	1418
302	1419
302	1420
303	1422
303	1423
303	1424
304	1426
304	1427
304	1428
304	1429
305	1431
305	1432
307	1434
307	1435
318	1481
318	1482
322	1499
322	1500
322	1501
323	1503
323	1504
323	1505
323	1506
323	1507
324	1509
324	1510
324	1511
324	1512
324	1513
324	1514
327	1529
327	1530
327	1531
327	1532
330	1546
330	1547
330	1548
330	1549
330	1550
331	1552
331	1553
331	1554
332	1556
332	1557
333	1559
