163	56	3	20140108
246	18	30	20140808
400	26	72	20140421
448	13	17	20140531
541	17	74	20150108
629	4	128	20140613
644	63	100	20140619
723	3	11	20141016
827	21	21	20140530
939	14	70	20140603
968	21	40	20140923
982	24	26	20150807
1088	17	118	20141009
1186	18	37	20150308
1208	1	50	20141008
1229	6	123	20140929
1298	1	94	20140330
1565	0	75	20140314
1614	1	26	20140107
1703	21	40	20140719
1723	48	43	20140228
1778	65	2	20150307
1798	18	17	20150203
1829	2	35	20140416
1845	56	63	20140130
2035	17	42	20140424
2039	7	50	20150212
2084	7	28	20150929
2119	43	38	20140524
2122	17	19	20140130
2125	79	0	20150220
2271	6	21	20140714
2327	22	37	20140614
2400	70	16	20140423
2444	48	1	20140307
2467	126	17	20140328
2679	6	73	20150129
2738	25	3	20141107
2747	41	21	20140224
2813	37	13	20140215
2823	62	95	20140125
2864	10	70	20140814
2867	35	1	20140911
2875	7	56	20150130
2887	4	69	20140319
2960	6	4	20150304
2988	50	1	20140903
2992	28	3	20140623
3162	74	23	20140303
3357	56	75	20150501
3496	1	113	20140825
3568	123	31	20140210
3576	1	51	20140629
3637	1	48	20140326
3646	56	82	20140221
3718	37	59	20140624
3804	37	16	20140603
3815	3	3	20141117
3953	1	10	20140322
3998	4	1	20140307
4003	49	3	20150701
4061	100	70	20141026
4124	16	16	20141016
4135	56	69	20140820
4195	22	2	20140502
4251	72	73	20140321
4259	95	26	20140530
4268	12	159	20140526
4287	37	39	20150121
4358	128	23	20140107
4424	3	58	20140707
4470	31	1	20140511
4494	1	4	20141022
4583	24	4	20140110
4662	3	63	20140906
4694	37	70	20140926
4705	19	40	20140227
4953	117	52	20141011
5006	73	70	20140924
5096	1	43	20141122
5108	37	70	20140201
5124	106	40	20140726
5131	21	27	20140817
5192	28	73	20140913
5266	81	122	20140413
5275	6	7	20150222
5327	6	37	20150314
5466	2	118	20150810
5615	6	37	20140629
5636	7	102	20150116
5658	64	73	20140214
5706	4	121	20140109
5713	63	49	20140223
5750	157	154	20140809
5756	64	16	20140104
5828	10	25	20140907
5837	38	27	20140114
5843	18	24	20140115
5868	21	44	20140318
5977	34	88	20141121
6004	74	0	20140201
6008	16	15	20140804
6139	24	56	20150120
6149	6	1	20140521
6173	14	69	20141014
6234	68	4	20141203
6242	16	59	20140303
6345	75	64	20141118
6365	142	13	20141012
6456	47	21	20140820
6580	7	157	20150212
6693	54	70	20140101
6733	133	50	20141128
6765	1	64	20141021
6775	0	6	20150122
6779	56	48	20150225
6796	75	86	20141126
6826	4	26	20140407
6834	63	37	20140904
6857	17	23	20141127
6877	65	39	20150105
6894	18	95	20141107
6943	2	37	20141217
7060	37	17	20140308
7062	2	4	20141020
7071	49	73	20140613
7171	15	74	20140412
7190	68	49	20151025
7192	37	19	20150410
7258	6	85	20140313
7367	158	73	20140209
7390	68	11	20150207
7510	20	69	20150519
7531	82	48	20140329
7550	44	73	20140301
7555	3	23	20140702
7722	113	82	20140308
7757	87	88	20140124
7821	1	129	20140423
7840	37	135	20140201
7879	63	120	20140305
7990	0	70	20140124
8013	17	70	20141122
8131	23	1	20140621
8135	19	23	20141227
8144	23	144	20140304
8163	34	11	20140207
8317	39	68	20140207
8388	7	19	20150205
8423	9	114	20140504
8449	39	3	20140828
8557	75	10	20140530
8562	1	64	20140215
8603	0	95	20141211
8615	21	24	20141014
8663	23	4	20140726
8691	80	73	20140216
8865	3	127	20140831
8891	37	68	20140103
8906	37	23	20141128
8951	21	70	20140828
8975	113	43	20140907
9003	26	59	20140602
9020	3	1	20140204
9045	3	17	20140208
9078	4	10	20140811
9125	85	17	20141120
9239	74	59	20140219
9282	52	81	20140111
9285	77	66	20140620
9287	0	52	20140228
9289	6	4	20140503
9292	125	37	20140730
9425	24	17	20150130
9440	7	33	20140503
9513	82	122	20140526
9560	1	1	20150217
9637	20	103	20140119
9655	1	24	20140503
9761	113	23	20141023
9817	43	161	20140407
9834	27	1	20140715
9879	4	73	20141102
9920	3	70	20140326
9944	69	48	20141115
10005	10	127	20141028
10087	122	19	20140726
10090	7	30	20140821
10094	49	74	20141105
10099	17	74	20141217
10110	24	37	20141102
10157	12	1	20140216
10195	84	11	20140111
10202	1	3	20140718
10206	21	50	20140331
10226	11	65	20140309
10264	10	0	20150101
10332	2	37	20140830
10368	19	1	20140815
10396	3	127	20140902
10459	18	16	20140311
10483	0	118	20140403
10567	73	24	20140316
10611	94	73	20141210
10635	43	31	20140213
10716	75	21	20140108
10733	1	1	20140416
10775	43	43	20140311
10811	50	135	20140110
10817	3	16	20140311
10849	40	135	20140613
10852	2	13	20140206
10856	16	44	20140214
10866	43	55	20140311
11015	74	21	20140220
11046	3	48	20140327
11057	4	57	20140508
11113	20	57	20140109
11154	2	37	20140531
11157	65	69	20140122
11161	3	135	20140502
11200	4	114	20140929
11210	74	3	20140209
11214	37	4	20140112
11239	6	69	20140709
11391	16	80	20140101
11408	22	133	20140505
11442	12	3	20140403
11449	5	32	20141026
11500	55	19	20140331
11503	25	82	20140310
11580	37	19	20140101
11646	163	70	20140705
11650	20	127	20140128
11674	73	120	20140212
11751	0	16	20141022
11820	20	88	20140720
11838	0	31	20140429
11842	4	17	20140414
11893	67	91	20140118
11909	16	1	20140331
11933	1	69	20140816
12024	1	23	20140709
12095	70	1	20140121
12115	19	66	20140401
12122	1	34	20140721
12128	75	4	20140327
12155	25	23	20140301
12185	21	11	20140128
12199	21	135	20141019
12238	24	44	20141129
12248	21	73	20140527
12256	73	76	20140421
12289	99	27	20140328
12361	16	69	20140726
12366	7	16	20140902
12399	37	141	20140801
12466	118	4	20140823
12500	37	70	20140216
12543	11	68	20140717
12604	4	49	20140613
12607	23	125	20140412
12624	48	26	20140218
12713	17	70	20140404
12737	74	23	20140120
12779	22	113	20140521
12800	8	113	20141208
12810	3	63	20140123
12851	37	114	20141218
12892	37	49	20140812
12972	73	95	20140315
13014	127	103	20140204
13042	57	20	20140315
13148	49	17	20141123
13162	9	68	20140404
13168	0	33	20140508
13247	59	4	20140421
13257	19	38	20141006
13275	92	91	20140119
13322	4	113	20140828
13329	2	70	20141105
13461	22	2	20140421
13504	57	157	20140408
13559	37	70	20140214
13577	3	74	20140921
13592	37	35	20140723
13596	17	79	20141109
13598	6	26	20140715
13617	3	17	20140318
13628	3	75	20140403
13633	37	14	20140114
13638	4	141	20140718
13640	21	82	20140112
13660	1	37	20140119
13662	1	115	20140602
13701	27	35	20140515
13730	44	9	20140821
13737	18	1	20140425
13756	118	85	20140102
13765	2	74	20140722
13818	45	37	20140417
13824	21	70	20140426
13828	0	118	20140217
13856	16	1	20140320
13858	53	23	20140222
13893	14	50	20140412
13902	1	77	20140105
14086	0	69	20140604
14145	23	113	20140807
14168	70	10	20140607
14215	21	33	20140127
14236	48	0	20140414
14261	21	3	20140207
14288	59	127	20140802
14323	23	1	20140327
14337	44	43	20140102
14374	21	69	20140621
14392	6	11	20140313
14403	35	11	20140811
14407	69	40	20140214
14436	59	26	20140404
14441	11	157	20140224
14449	0	3	20140828
14451	19	73	20140828
14453	55	21	20140122
14497	82	10	20140523
14505	37	70	20140504
14514	56	44	20140403
14528	81	51	20140515
14537	17	26	20140504
14543	45	70	20140326
14557	43	13	20140318
14572	44	14	20140123
14578	49	95	20140305
14591	58	79	20140413
14603	37	157	20140422
