0	0
0	1
0	2
2	9
2	10
2	11
6	27
6	28
6	29
6	30
7	32
7	33
7	34
7	35
7	36
8	38
8	39
8	40
12	62
12	63
12	64
12	65
12	66
13	68
13	69
13	70
14	72
14	73
14	74
18	90
18	91
19	93
19	94
19	95
19	96
19	97
19	98
19	99
19	100
21	108
21	109
21	110
21	111
23	118
23	119
24	121
26	129
27	131
27	132
27	133
31	146
31	147
31	148
31	149
32	151
32	152
33	154
34	156
34	157
34	158
35	160
35	161
39	174
39	175
39	176
41	184
41	185
41	186
41	187
41	188
43	192
43	193
43	194
43	195
43	196
43	197
43	198
43	199
45	207
45	208
45	209
45	210
46	212
46	213
46	214
46	215
46	216
47	218
47	219
47	220
50	231
50	232
50	233
50	234
51	236
51	237
51	238
51	239
53	246
53	247
53	248
54	250
54	251
55	253
55	254
58	265
58	266
58	267
58	268
58	269
59	271
59	272
59	273
59	274
60	276
60	277
60	278
61	280
61	281
63	287
63	288
63	289
63	290
63	291
63	292
63	293
63	294
65	299
65	300
65	301
68	309
68	310
68	311
68	312
68	313
68	314
70	320
70	321
70	322
72	326
72	327
72	328
72	329
72	330
72	331
72	332
73	334
73	335
73	336
73	337
74	339
74	340
75	342
75	343
75	344
76	346
76	347
76	348
79	361
79	362
79	363
81	371
81	372
81	373
81	374
81	375
83	381
83	382
83	383
83	384
86	397
86	398
87	400
87	401
87	402
88	404
88	405
89	407
89	408
89	409
89	410
90	412
90	413
90	414
90	415
90	416
91	418
94	432
94	433
94	434
94	435
94	436
96	441
96	442
96	443
96	444
96	445
96	446
99	455
99	456
99	457
102	473
102	474
102	475
102	476
103	478
103	479
103	480
103	481
103	482
105	489
105	490
105	491
105	492
107	497
108	499
111	513
111	514
111	515
111	516
111	517
111	518
112	520
112	521
112	522
112	523
114	532
114	533
116	541
116	542
119	547
119	548
119	549
119	550
119	551
122	558
122	559
122	560
122	561
122	562
122	563
122	564
122	565
122	566
124	572
124	573
124	574
124	575
124	576
124	577
125	579
125	580
125	581
125	582
127	587
127	588
127	589
127	590
128	592
128	593
128	594
128	595
128	596
132	609
132	610
132	611
132	612
132	613
132	614
132	615
132	616
136	633
136	634
136	635
138	644
138	645
138	646
139	648
139	649
139	650
143	671
143	672
143	673
143	674
143	675
144	677
145	679
145	680
146	682
146	683
146	684
146	685
146	686
148	694
148	695
148	696
148	697
149	699
149	700
149	701
149	702
149	703
153	723
153	724
153	725
154	727
154	728
154	729
154	730
154	731
154	732
154	733
155	735
155	736
155	737
156	739
156	740
156	741
156	742
156	743
156	744
156	745
156	746
160	754
161	756
161	757
161	758
161	759
162	761
162	762
162	763
162	764
162	765
162	766
163	768
163	769
163	770
163	771
163	772
164	774
164	775
164	776
164	777
164	778
168	790
168	791
168	792
168	793
168	794
168	795
169	797
169	798
169	799
169	800
172	809
172	810
174	816
174	817
174	818
175	820
175	821
175	822
175	823
176	825
179	833
179	834
179	835
179	836
180	838
180	839
180	840
180	841
180	842
180	843
180	844
181	846
181	847
181	848
181	849
182	851
182	852
182	853
183	855
183	856
183	857
184	859
184	860
184	861
184	862
184	863
184	864
185	866
185	867
185	868
189	888
189	889
190	891
190	892
190	893
191	895
193	902
193	903
193	904
193	905
193	906
194	908
194	909
194	910
197	921
197	922
197	923
197	924
197	925
197	926
197	927
197	928
198	930
198	931
198	932
198	933
200	939
200	940
201	942
201	943
202	945
202	946
202	947
202	948
202	949
202	950
204	955
204	956
204	957
204	958
205	960
205	961
205	962
205	963
205	964
205	965
205	966
209	982
211	988
211	989
211	990
211	991
211	992
211	993
211	994
213	1002
213	1003
213	1004
213	1005
213	1006
214	1008
215	1010
216	1012
216	1013
216	1014
216	1015
216	1016
217	1018
217	1019
217	1020
217	1021
217	1022
217	1023
218	1025
218	1026
218	1027
218	1028
218	1029
219	1031
219	1032
219	1033
219	1034
219	1035
219	1036
220	1038
220	1039
223	1052
223	1053
223	1054
224	1056
224	1057
224	1058
224	1059
224	1060
224	1061
224	1062
224	1063
225	1065
225	1066
225	1067
226	1069
226	1070
226	1071
226	1072
226	1073
227	1075
227	1076
227	1077
227	1078
227	1079
228	1081
228	1082
228	1083
228	1084
232	1095
232	1096
233	1098
233	1099
233	1100
233	1101
235	1107
235	1108
235	1109
235	1110
235	1111
236	1113
237	1115
237	1116
237	1117
237	1118
237	1119
239	1125
239	1126
239	1127
239	1128
239	1129
