9	22	11	20140316
13	37	37	20140608
38	23	31	20141027
42	59	74	20141024
121	27	23	20150711
151	61	65	20140905
154	18	3	20140809
166	100	17	20141109
250	133	74	20150207
256	4	33	20140401
296	17	159	20141211
320	43	16	20141127
324	4	68	20141006
397	21	73	20140606
404	16	21	20140814
418	17	3	20140811
501	17	70	20140325
532	43	4	20140312
568	37	130	20140206
584	55	50	20140528
598	49	4	20140206
605	25	21	20140619
648	28	17	20140831
809	120	55	20140705
825	82	26	20140822
827	21	21	20140530
830	74	24	20140624
870	21	117	20140415
888	113	10	20140815
939	14	70	20140603
952	45	24	20140808
968	21	40	20140923
984	1	157	20140101
1088	17	118	20141009
1121	20	73	20140419
1141	29	2	20150607
1143	52	4	20150609
1186	18	37	20150308
1405	21	80	20140523
1434	55	4	20140409
1437	0	70	20140615
1471	114	19	20140106
1477	19	76	20140417
1582	102	76	20140110
1606	24	77	20140517
1610	2	94	20140201
1614	1	26	20140107
1619	23	3	20140908
1628	23	25	20140419
1668	21	19	20140607
1723	48	43	20140228
1726	21	40	20140111
1741	8	73	20140117
1778	65	2	20150307
1798	18	17	20150203
1802	37	59	20141003
1829	2	35	20140416
1841	31	49	20140513
1845	56	63	20140130
1891	21	68	20140413
2039	7	50	20150212
2090	3	36	20150607
2125	79	0	20150220
2175	22	39	20150526
2177	6	4	20141027
2194	21	158	20140828
2240	4	1	20140401
2250	37	37	20140828
2324	6	43	20140601
2327	22	37	20140614
2403	57	17	20140201
2415	1	122	20140318
2436	15	31	20140805
2444	48	1	20140307
2534	0	105	20141030
2622	49	1	20140713
2666	22	10	20150528
2679	6	73	20150129
2731	28	65	20150801
2738	25	3	20141107
2768	92	69	20140907
2795	69	11	20150412
2823	62	95	20140125
2827	8	21	20140718
2831	51	23	20140208
2864	10	70	20140814
2867	35	1	20140911
2875	7	56	20150130
2896	73	4	20141013
2915	23	22	20150617
2960	6	4	20150304
2992	28	3	20140623
3015	122	1	20140128
3024	63	3	20140522
3094	0	1	20140815
3108	7	72	20141114
3121	65	22	20150217
3142	70	4	20140327
3252	4	79	20140317
3260	6	113	20140707
3270	70	61	20140312
3295	28	56	20150111
3299	114	33	20140528
3357	56	75	20150501
3459	43	4	20140129
3463	51	44	20150803
3518	17	3	20140619
3528	6	118	20140207
3556	75	3	20141212
3565	1	1	20140724
3576	1	51	20140629
3617	118	15	20140514
3637	1	48	20140326
3755	82	164	20140115
3759	1	1	20140107
3767	52	37	20140222
3782	18	16	20151114
3796	23	48	20140211
3818	157	70	20141122
3837	127	52	20140222
3859	65	24	20140629
3909	49	11	20140429
3951	96	36	20140818
3998	4	1	20140307
4003	49	3	20150701
4061	100	70	20141026
4084	63	4	20141020
4086	18	16	20140530
4185	20	15	20140121
4195	22	2	20140502
4247	70	13	20140626
4259	95	26	20140530
4268	12	159	20140526
4287	37	39	20150121
4316	126	52	20140128
4378	79	1	20140220
4392	4	20	20140129
4424	3	58	20140707
4436	6	75	20140111
4470	31	1	20140511
4494	1	4	20141022
4507	1	72	20140508
4522	52	70	20140220
4543	1	94	20140419
4587	0	37	20140709
4632	0	4	20141216
4812	6	21	20140511
4847	7	17	20140621
4878	113	23	20140111
4882	0	11	20140406
4923	68	50	20151002
4925	2	114	20140603
4988	7	43	20140825
4999	118	19	20140419
5022	1	69	20140205
5037	3	64	20140827
5053	50	67	20150828
5082	22	59	20140904
5085	1	49	20140108
5096	1	43	20141122
5108	37	70	20140201
5124	106	40	20140726
5136	18	0	20150502
5155	0	70	20141018
5164	4	61	20140107
5242	1	6	20150209
5257	18	50	20140612
5275	6	7	20150222
5306	18	13	20141215
5327	6	37	20150314
5358	4	16	20140921
5361	4	73	20140117
5458	30	24	20140820
5483	1	98	20140817
5499	45	70	20150324
5532	23	58	20140511
5546	0	14	20150601
5575	28	1	20141223
5615	6	37	20140629
5636	7	102	20150116
5658	64	73	20140214
5685	76	70	20140504
5728	49	4	20150112
5739	21	43	20140124
5756	64	16	20140104
5766	48	37	20140813
5770	15	11	20140402
5790	48	155	20141026
5794	10	49	20140908
5805	63	127	20141210
5845	151	79	20140114
5854	1	100	20140901
5936	3	75	20150201
5977	34	88	20141121
6055	17	38	20141217
6067	18	74	20150902
6099	13	10	20140328
6139	24	56	20150120
6173	14	69	20141014
6231	151	69	20141030
6250	9	4	20140216
6254	1	4	20140129
6272	28	35	20150519
6291	17	37	20140402
6324	71	59	20140223
6338	1	26	20140205
6345	75	64	20141118
6370	63	84	20140901
6389	31	79	20140112
6448	0	16	20150122
6456	47	21	20140820
6460	24	3	20150201
6491	82	31	20141203
6495	21	1	20150224
6513	26	135	20140618
6539	74	50	20140528
6543	34	94	20140218
6569	18	3	20140611
6584	7	12	20150515
6603	37	4	20140317
6605	1	59	20140820
6703	44	52	20140625
6718	19	17	20140902
6723	1	37	20140920
6727	7	35	20140128
6736	158	69	20140218
6739	37	73	20150512
6761	114	17	20140805
6779	56	48	20150225
6793	3	10	20140530
6796	75	86	20141126
6803	114	82	20140413
6812	1	4	20150504
6819	2	49	20150501
6828	70	42	20140610
6834	63	37	20140904
6869	65	52	20140213
6886	13	82	20141117
6897	4	7	20140217
6954	14	69	20140107
6970	18	73	20140724
7034	24	73	20140919
7062	2	4	20141020
7077	24	24	20140209
7100	17	21	20140509
7104	1	50	20150803
7110	24	24	20141031
7112	73	19	20140206
7120	0	39	20140330
7139	8	68	20141228
7144	16	19	20140509
7161	26	70	20140206
7169	70	79	20140616
7171	15	74	20140412
7192	37	19	20150410
7195	6	97	20140128
7222	0	11	20140106
7240	37	1	20140103
7283	7	73	20140508
7292	88	21	20140726
7298	16	40	20141103
7307	9	73	20150123
7354	6	95	20140308
7357	65	58	20140715
7370	69	4	20140221
7378	73	70	20140620
7423	22	133	20140621
7439	4	58	20140215
7508	0	60	20140323
7510	20	69	20150519
7534	48	123	20140731
7555	3	23	20140702
7571	65	13	20140813
7632	1	37	20140714
7635	20	141	20140214
7685	60	77	20141130
7703	22	55	20140805
7722	113	82	20140308
7757	87	88	20140124
7778	11	55	20140321
7840	37	135	20140201
7925	1	16	20140825
7928	22	122	20150623
7931	21	37	20140401
7985	24	113	20150619
8071	82	73	20140103
8163	34	11	20140207
8172	122	107	20140122
8199	23	49	20140213
8210	114	17	20140507
8269	4	141	20140910
8283	6	3	20140303
8287	27	70	20140517
8317	39	68	20140207
8339	37	3	20140201
8356	63	24	20140810
